date,plot,tfvol_ml_plotmean_throughfall,npoc_mgC.L_plotmean_throughfall,npoc_mgC_plotmean_throughfall,tdn_mgN.L_plotmean_throughfall,tdn_mgN_plotmean_throughfall,tfvol_ml_sitemean_throughfall,tfvol_ml_siteSD_throughfall,npoc_mgC.L_sitemean_throughfall,npoc_mgC.L_siteSD_throughfall,npoc_mgC_sitemean_throughfall,npoc_mgC_siteSD_throughfall,tdn_mgN.L_sitemean_throughfall,tdn_mgN.L_siteSD_throughfall,tdn_mgN_sitemean_throughfall,tdn_mgN_siteSD_throughfall
2024-07-19,5,1210,6.458,7.81418,0.8709,1.053789,2267.777777777778,978.8102188087557,5.7975,2.5542470623562545,14.161575555555556,11.8734850348014,0.88112,0.2390816262283658,2.0190141111111113,1.1474192240155126
2024-07-19,6,1475,7.300000000000001,10.783225,0.85775,1.3686425,2267.777777777778,978.8102188087557,5.7975,2.5542470623562545,14.161575555555556,11.8734850348014,0.88112,0.2390816262283658,2.0190141111111113,1.1474192240155126
2024-08-02,1,3000,4.219,12.657,1.001,3.003,2886,1342.6358818053059,4.126666666666667,1.5625226398359802,13.017760000000001,8.960029058010917,0.6968888888888889,0.3134797459344241,2.0805497777777777,1.2568478865353774
2024-08-02,2,3340,2.248,7.50832,0.3926,1.311284,2886,1342.6358818053059,4.126666666666667,1.5625226398359802,13.017760000000001,8.960029058010917,0.6968888888888889,0.3134797459344241,2.0805497777777777,1.2568478865353774
2024-08-02,3,5320,5.599,29.78668,0.4778,2.541896,2886,1342.6358818053059,4.126666666666667,1.5625226398359802,13.017760000000001,8.960029058010917,0.6968888888888889,0.3134797459344241,2.0805497777777777,1.2568478865353774
2024-08-02,4,3720,3.64,13.5408,0.9129,3.395988,2886,1342.6358818053059,4.126666666666667,1.5625226398359802,13.017760000000001,8.960029058010917,0.6968888888888889,0.3134797459344241,2.0805497777777777,1.2568478865353774
2024-08-02,5,1120,4.024,4.50688,0.7437,0.832944,2886,1342.6358818053059,4.126666666666667,1.5625226398359802,13.017760000000001,8.960029058010917,0.6968888888888889,0.3134797459344241,2.0805497777777777,1.2568478865353774
2024-08-02,6,2720,5.7445,16.72768,1.02545,2.88056,2886,1342.6358818053059,4.126666666666667,1.5625226398359802,13.017760000000001,8.960029058010917,0.6968888888888889,0.3134797459344241,2.0805497777777777,1.2568478865353774
2024-08-20,1,8340,2.153,17.95602,0.4157,3.466938,6639,2706.5946213728507,2.7612,1.3852956202758875,17.600369,11.274488158452101,0.48589,0.3573745668063132,2.7911498,1.125777895515985
2024-08-20,2,6810,2.071,14.10351,0.5172,3.522132,6639,2706.5946213728507,2.7612,1.3852956202758875,17.600369,11.274488158452101,0.48589,0.3573745668063132,2.7911498,1.125777895515985
2024-08-20,3,11200,3.911,43.8032,0.2825,3.164,6639,2706.5946213728507,2.7612,1.3852956202758875,17.600369,11.274488158452101,0.48589,0.3573745668063132,2.7911498,1.125777895515985
2024-08-20,4,8880,1.343,11.925840000000001,0.3061,2.718168,6639,2706.5946213728507,2.7612,1.3852956202758875,17.600369,11.274488158452101,0.48589,0.3573745668063132,2.7911498,1.125777895515985
2024-08-20,5,3300,2.064,6.8112,0.3888,1.28304,6639,2706.5946213728507,2.7612,1.3852956202758875,17.600369,11.274488158452101,0.48589,0.3573745668063132,2.7911498,1.125777895515985
2024-08-20,6,5460,4.834,24.172980000000003,0.9806,4.19952,6639,2706.5946213728507,2.7612,1.3852956202758875,17.600369,11.274488158452101,0.48589,0.3573745668063132,2.7911498,1.125777895515985
2024-09-12,1,,,,,,4087.5,2188.043809955759,9.830555555555556,7.38380147876267,40.4635425,30.51582496038303,3.3970111111111114,4.894519369265089,10.621495,9.933915288849034
2024-09-12,2,,2.918,,0.766,,4087.5,2188.043809955759,9.830555555555556,7.38380147876267,40.4635425,30.51582496038303,3.3970111111111114,4.894519369265089,10.621495,9.933915288849034
2024-09-12,3,5060,14.15,71.599,3.836,19.41016,4087.5,2188.043809955759,9.830555555555556,7.38380147876267,40.4635425,30.51582496038303,3.3970111111111114,4.894519369265089,10.621495,9.933915288849034
2024-09-12,4,4760,3.694,17.58344,1.063,5.05988,4087.5,2188.043809955759,9.830555555555556,7.38380147876267,40.4635425,30.51582496038303,3.3970111111111114,4.894519369265089,10.621495,9.933915288849034
2024-09-12,5,1260,4.425,5.5755,1.263,1.59138,4087.5,2188.043809955759,9.830555555555556,7.38380147876267,40.4635425,30.51582496038303,3.3970111111111114,4.894519369265089,10.621495,9.933915288849034
2024-09-12,6,4080,15.387,41.4454,8.46045,18.598390000000002,4087.5,2188.043809955759,9.830555555555556,7.38380147876267,40.4635425,30.51582496038303,3.3970111111111114,4.894519369265089,10.621495,9.933915288849034
