date,plot,live.root.mass_g_rootigcores,date.time.installed_rootigcores,days.in.plots_rootigcores,root.N_percent_rootigcores,root.C_percent_rootigcores,root.C_count_rootigcores,length_cm_rootigcores,projected.area_cm2_rootigcores,surface.area_cm2_rootigcores,volume_cm3_rootigcores,tips_count_rootigcores,forks_count_rootigcores,crossings_count_rootigcores,mean.diam_mm_rootigcores,0_rootigcores,r25_nmolCO2.g.s_rootigcores,plot.vegtemp_c_rootigcores,soil.mean.temp_c_surf_rootigcores,soil.mean.vwc_cm3_cm3_surf_rootigcores,soil.temp_c_deepcm20_rootigcores,soil.temp_c_deepcm40_rootigcores,soil.moist_c_deepcm20_rootigcores,soil.moist_c_deepcm40_rootigcores,soil.total_carbon_percent_rootigcores,soil.total.nitrogen_percent_rootigcores,soil.tc.tn_percent_rootigcores,soil.NH4_ug.g_rootigcores,soil.NO3_ug.g_rootigcores,soil.inorganic.nitrogen_ug.g_rootigcores,soil.NH4.min.rate_ug.gsoil.d.1_rootigcores,soil.NO3.min.rate_ug.gsoil.d.1_rootigcores,soil.N.min.rate_ug.gsoil.d.1_rootigcores,soil.PO4_ug.g_rootigcores,soil.ext_c_ug.g_rootigcores,soil.ext.n_ug.g_rootigcores,soil.ubial_c_ug.g_rootigcores,soil.ubial.n_ug.g_rootigcores,soil.ubial.p_ug.g_rootigcores,soil.ubial_c.n_percent_rootigcores,resp.root.mass_g_rootigcores,remaining.root.mass_g_rootigcores,core.root.mass_g_rootigcores,resp.dead.mass_g_rootigcores,remaining.dead.mass_g_rootigcores,total.dead.mass_g_rootigcores,root.mass.per.area.gramspermetersq_rootigcores,resp.rate.at.temp.gramspermetersq_rootigcores,err25_mmol.g.d_rootigcores,err25_g.C.d_rootigcores,srl_cm.g_rootigcores,rtd_g_cm3_rootigcores
2019-11-25,1,0.2486,2018-09-26,425,1.686,42.333,25.1017,710.4589,25.0178,78.5959,0.738,3556,3904,165,0.352135782,1.539838731,8.851822502,22.71813683,23.41140135,0.380186196,23.96356171,24.25335013,0.404771495,0.345291985,,,,2.7336891740000002,,2.7336891740000002,,,,3.474044739,412.8698445,46.56494439,,,,,0.249,0.061,0.31,0.013,0.013,0.026,152.9481999,8.26514364,116.9743954,1.404862489,28.57839501,0.336856369
2019-11-25,6,0.2027,2018-09-26,425,1.604,43.46,27.0971,689.7268,22.1908,69.7143,0.589,3870,5366,427,0.321733185,0.909619127,12.58239292,26.32976196,24.3752846,0.412241235,25.16859392,25.05943975,0.412704127,0.395023953,,,,3.018865881,0.59521244,3.614078321,,,,3.062804993,375.9660533,47.39118534,,,,,0.203,0.064,0.267,0.01,0.028,0.038,131.7328044,12.65707484,143.2092014,1.719942509,34.02697583,0.344142615
2019-11-26,2,0.1513,2018-09-26,426,1.531,39.448,25.7652,423.6729,15.3245,48.1435,0.454,3686,2869,167,0.361705929,1.21441917,6.482178136,26.43319063,24.18972238,0.396883623,24.60748454,24.77118738,0.429499113,0.435760592,,,,18.95826979,,18.95826979,,,,4.616196736,429.7879298,48.80992577,,,,,0.151,0.007,0.158,0.016,0.007,0.023,77.95424382,6.380941479,43.65906868,0.524345415,28.00217449,0.333259912
2019-11-26,4,0.18,2018-09-26,426,1.487,38.933,26.1897,454.6762,19.2384,60.4391,0.654,2445,2223,158,0.423123093,1.77100368,5.592488083,26.43410658,24.78818207,0.279478997,25.21236363,25.38996054,0.380472135,0.3655048,,,,5.05785124,,5.05785124,,,,9.334371625,444.8736923,53.2306597,,,,,0.18,0.095,0.275,0.01,0.029,0.039,135.6798547,5.525191487,65.55928068,0.787366961,25.25978889,0.275229358
2019-11-26,6,0.1742,2018-09-26,426,1.615,39.973,24.7464,305.1467,14.3354,45.036,0.546,1659,2288,244,0.469787155,2.008546378,6.70064794,26.43100521,24.46468383,0.413526049,25.17048163,25.04886521,0.413364175,0.395606766,,,,4.576114593,,4.576114593,,,,5.42088495,451.8052727,48.19935559,,,,,0.174,0.026,0.2,0.039,0.018,0.057,98.676258,6.455101037,57.12723633,0.686098108,17.51703215,0.319047619
2019-11-26,1,0.1428,2018-09-26,426,1.272,39.479,31.0262,642.1282,18.6846,58.6995,0.428,4206,4059,158,0.290979278,0.923992941,13.11233719,22.83053513,23.46446453,0.38281932,23.92399417,24.19989471,0.406208735,0.346880282,,,,3.803562621,0.286072451,4.089635071,,,,2.866317487,423.915465,48.4601504,,,,,0.143,0.062,0.205,0.041,0.03,0.071,101.1431644,13.27247172,114.5856911,1.37617415,44.96696078,0.33364486
2019-11-26,3,0.1595,2018-09-26,426,1.33,39.976,30.0504,384.2978,16.0695,50.4841,0.543,2357,1769,49,0.418152277,1.423191121,4.517563433,21.69106721,23.31368132,0.393828161,23.84266125,24.10313738,0.448519197,0.459318257,,,,4.214803803,1.154766139,5.369569942,,,,10.74715296,477.1206788,54.38926364,,,,,0.16,0.039,0.199,0.013,0.023,0.036,98.18287671,4.256564271,38.32249308,0.460253142,24.09390596,0.29373849
2019-11-27,6,0.1585,2018-09-26,427,1.614,41.547,25.7347,348.4499,14.7839,46.4451,0.499,1877,2140,175,0.424276202,1.810117692,6.121977152,26.50711204,24.54506957,0.411216906,25.18967288,25.05446108,0.413690054,0.396115805,,,,2.762653697,0.081159752,2.843813449,,,,6.130101654,474.6266791,53.06114834,,,,,0.159,0.049,0.208,0.015,0.053,0.068,102.6233083,5.958923874,54.28145222,0.651920241,21.98422082,0.317635271
2019-11-27,4,0.1567,2018-09-26,427,1.126,41.789,37.0969,431.7288,15.8296,49.7305,0.47,2497,2241,159,0.366656104,0.889090994,9.943710754,26.51018146,24.86730415,0.280022909,25.21047004,25.37407729,0.382008299,0.366844897,,,,4.725591569,,4.725591569,,,,6.431672844,461.0212211,52.56892366,,,,,0.157,0.044,0.201,0.06,0.018,0.078,99.16963929,9.959234205,85.20026763,1.023255214,27.55129547,0.333404255
2019-11-27,2,0.1706,2018-09-26,427,1.751,39.913,22.798,542.4731,19.8135,62.246,0.636,4079,4130,310,0.365243917,1.570744542,7.192793106,26.50939013,24.24192307,0.397451887,24.60400883,24.74664904,0.428542303,0.436401266,,,,4.635121137,,4.635121137,,,,7.051663259,444.6579838,54.61251588,,,,,0.171,0.154,0.325,0.03,0.052,0.082,160.3489192,6.950743437,99.65001031,1.196796624,31.79795428,0.268238994
2019-11-27,1,0.1695,2018-09-26,427,1.038,40.277,38.8093,760.2741,21.4257,67.311,0.474,4464,4898,235,0.281815466,1.208494716,11.99080679,22.89220958,23.51249729,0.381367885,23.910999,24.167799,0.405823515,0.348215364,,,,6.626729828,0.314493612,6.94122344,,,,6.134238983,418.7551681,51.99713532,,,,,0.17,0.096,0.266,0.002,0.014,0.016,131.2394231,11.65774297,135.9647913,1.632937144,44.8539292,0.357594937
2020-03-10,2,0.2636,2019-03-25,351,1.852,37.562,20.2823,315.419,16.9204,53.157,0.715,2691,1608,28,0.536442003,1.401951223,4.902392876,25.86844073,22.89946709,0.42772408,23.27897758,23.42725633,0.428713734,0.439968257,,,,,,,,,,,,,,,,,0.264,0.025,0.289,0.054,0.021,0.075,142.5871928,4.566530716,60.39519306,0.725346269,11.96581942,0.368671329
2020-03-10,3,0.1394,2019-03-25,351,1.336,36.959,27.6606,239.2379,9.8873,31.0619,0.369,2085,1082,24,0.41328318000000003,0.959193515,4.064853157,21.47761742,22.30271131,0.40507098,22.6194057,22.79259978,0.45399662,0.459327066,,,,,,,,,,,,,,,,,0.14,,0.14,0.006,,0.006,69.0733806,4.110789821,24.25880009,0.291348189,17.16197274,0.377777778
2020-03-10,5,0.1274,2019-03-25,351,1.187,36.825,31.0356,356.584,11.4704,36.0353,0.29,5934,1961,64,0.321674556,1.517534208,3.986286974,21.66693263,22.57085368,,22.96056464,23.06179565,0.467310947,0.461426986,,,,,,,,,,,,,,,,,0.127,,0.127,0.032,,0.032,62.65942383,3.602196259,21.58085765,0.2591861,27.98932496,0.439310345
2020-03-11,2,0.1787,2019-03-26,351,1.109,40.024,36.0757,305.2641,12.9687,40.7423,0.437,2347,1516,20,0.424835413,2.567299723,4.066145075,25.81966732,22.9278452,0.430520884,23.28733,23.42496487,0.430067827,0.441904367,,,,,,,,,,,,,,,,,0.179,0.018,0.197,0.023,0.019,0.042,97.19611413,3.344513742,34.14644646,0.410098822,17.08249021,0.408924485
2020-03-11,1,0.1945,2019-03-26,351,1.26,38.918,30.8794,766.0461,21.6158,67.9079,0.523,4452,4033,203,0.282173619,1.499979092,5.508648644,22.28029384,22.38069843,0.392721608,22.60802141,22.81318433,0.41432982,0.356667551,,,,,,,,,,,,,,,,,0.195,0.045,0.24,0.007,0.024,0.031,118.4115096,4.953624096,56.35763151,0.676855154,39.3854036,0.371892925
2020-03-11,6,0.1942,2019-03-26,351,1.73,39.74,22.974,577.6692,20.9299,65.7532,0.626,3384,2765,90,0.362316357,1.519126827,9.069346497,25.6695504,23.88541499,0.419195008,24.50114809,24.34937946,0.415915714,0.398323182,,,,,,,,,,,,,,,,,0.194,0.036,0.23,0.066,0.016,0.082,113.4776967,8.656369691,88.92016281,1.067931155,29.74609681,0.310223642
2020-03-11,4,0.2053,2019-03-26,351,0.932,40.356,43.295,420.6774,14.1047,44.3111,0.378,3383,1955,75,0.335285423,1.027888949,3.441510021,25.56898738,24.0239612,0.32683441,24.28554768,24.44751372,0.395503254,0.382591311,,,,,,,,,,,,,,,,,0.205,0.013,0.218,0.055,0.01,0.065,107.5571212,3.432282637,31.98172987,0.384100576,20.49086215,0.543121693
2020-03-12,5,0.1882,2019-03-27,351,1.114,40.451,36.323,477.3973,17.1611,53.9135,0.495,3485,2705,93,0.359472079,0.595532357,4.805404262,21.57462747,22.59975101,,22.98374473,23.07356736,0.469221805,0.465158309,,,,,,,,,,,,,,,,,0.188,0.019,0.207,0.054,0.003,0.057,102.129927,5.441996359,42.40301069,0.509260158,25.36648778,0.38020202
2020-03-12,1,0.2703,2019-03-27,351,1.154,41.37,35.8536,766.0717,23.8043,74.7835,0.691,4260,4072,252,0.310732011,1.908928471,5.886004432,22.27366976,22.4019168,0.396943599,22.61005328,22.81032067,0.415559873,0.358238441,,,,,,,,,,,,,,,,,0.27,0.149,0.419,0.043,0.03,0.073,206.7267605,4.975870811,105.1310559,1.262623982,28.34153533,0.391172214
2020-03-12,4,0.1847,2019-03-27,351,1.105,38.479,34.818600000000004,499.0273,18.8984,59.3712,0.566,2589,1698,57,0.378704732,1.507567147,11.17944674,25.54037634,24.00878598,0.332240544,24.25468088,24.41479284,0.397516973,0.384620942,,,,,,,,,,,,,,,,,0.185,0.019,0.204,0.012,0.004,0.016,100.6497832,10.73369569,97.21804815,1.167588758,27.01826205,0.326325088
2020-03-12,2,0.2466,2019-03-27,351,1.421,40.062,28.1832,401.9234,17.2048,54.0504,0.588,2682,1586,38,0.428061665,2.089446241,4.447296189,25.77510765,22.96805603,0.433144032,23.29967246,23.4254432,0.431398037,0.443295914,,,,,,,,,,,,,,,,,0.247,0.025,0.272,0.043,0.004,0.047,134.1997109,3.828842548,51.56575455,0.619304712,16.29859692,0.419387755
2020-10-01,2,0.253,2019-11-25,311,1.159,42.75,36.8705,434.4253,18.2011,57.1804,0.677,3563,2628,136,0.418969613,1.307109141,3.787066487,28.39076454,25.80992643,0.282388304,25.82125692,25.77870633,0.406592372,0.420643326,,,,,,,,,,,,,,,,,0.253,0.02,0.273,0.008,0.025,0.033,134.6930922,3.870110223,44.07192249,0.529303789,17.17096047,0.373707533
2020-10-01,5,0.164,2019-11-25,311,1.723,41.623,24.1617,779.3597,24.0652,75.6029,0.606,4271,3811,175,0.308781683,1.734885109,10.37284487,24.1923915,25.18808542,,25.541781,25.59667488,0.454955619,0.45559051,,,,,,,,,,,,,,,,,0.164,0.044,0.208,0.006,0.024,0.03,102.6233083,10.48089128,91.97242475,1.104588821,47.52193293,0.270627063
2020-10-01,6,0.299,2019-11-25,311,1.908,42.752,22.4044,630.0718,27.8184,87.3936,0.982,5352,2290,54,0.441511586,1.393884586,11.29530669,28.36362538,26.42908601,0.321769551,26.95482613,26.76368183,0.401028837,0.393760501,,,,,,,,,,,,,,,,,0.299,0.03,0.329,0.025,0.02,0.045,162.3224444,11.84429675,158.4128268,1.90253805,21.07263545,0.304480652
2020-10-02,5,0.134,2019-11-26,311,1.356,37.966,27.9968,424.6463,13.9889,43.9473,0.376,4586,1920,88,0.329424747,1.763155155,8.18896304,24.1440905,25.15858063,,25.53135563,25.58466467,0.457134923,0.459071268,,,,,,,,,,,,,,,,,0.134,0.026,0.16,0.038,0.002,0.04,78.9410064,8.262940046,55.8528466,0.670792688,31.69002239,0.356382979
2020-10-02,1,0.251,2019-11-26,311,1.364,40.634,29.7841,644.4577,23.1442,72.7097,0.824,4055,3295,167,0.359126751,2.1627867,4.796408916,24.59710963,25.00998681,0.335792003,25.15447904,25.28902621,0.38045877,0.332892805,,,,,,,,,,,,,,,,,0.251,0.008,0.259,0.007,0.005,0.012,127.7857541,4.800105396,52.9556599,0.635997475,25.67560558,0.30461165
2020-10-02,4,0.185,2019-11-26,311,1.46,40.007,27.4018,871.3691,27.4713,86.3031,0.682,6445,6136,519,0.315265942,1.958350776,6.302828187,28.32707413,26.37502406,0.221988396,26.11864983,26.20014154,0.337025091,0.352272773,,,,,,,,,,,,,,,,,0.185,0.018,0.203,0.02,0.014,0.034,100.1564019,6.913072513,54.54160642,0.655044693,47.10103243,0.271260997
2020-10-02,6,0.149,2019-11-26,311,1.891,40.982,21.6678,337.21,14.2144,44.6559,0.494,2953,1307,36,0.421529611,1.491839799,8.474198581,28.31134742,26.36534157,0.335892814,26.95341913,26.76719204,0.405418907,0.398118645,,,,,,,,,,,,,,,,,0.149,0.031,0.18,0.011,0.015,0.026,88.8086322,8.949889009,65.0230835,0.780927233,22.63154362,0.301619433
2020-10-02,3,0.269,2019-11-26,311,1.171,38.071,32.5105,451.4057,21.8472,68.6353,0.897,6386,2614,79,0.483981483,1.830044995,4.251066175,24.34970813,24.9794689,0.316725061,25.19664263,25.25598308,0.428509319,0.442036687,,,,,,,,,,,,,,,,,0.269,0.037,0.306,0.006,0.005,0.011,150.9746747,4.245794819,55.45180798,0.665976214,16.78088104,0.299888517
2020-10-03,3,0.163,2019-11-27,311,1.084,38.965,35.9612,218.9464,11.658,36.6249,0.523,2800,741,18,0.532459086,1.828735769,4.709759461,24.20956829,24.8874129,0.330570546,25.17012683,25.24333638,0.434675266,0.445809088,,,,,,,,,,,,,,,,,0.163,0.027,0.19,0.043,0.025,0.068,93.7424451,4.677860277,38.14597737,0.458133188,13.43229448,0.31166348
2020-10-03,1,0.282,2019-11-27,311,1.285,43.712,34.0297,721.8799,22.4728,70.6005,0.715,4740,4571,313,0.311309402,1.37622832,5.340601229,24.46017171,24.927285,0.353679317,25.124078,25.26821804,0.388501565,0.340217862,,,,,,,,,,,,,,,,,0.282,0,0.282,0.003,0.007,0.01,139.1335238,5.328214051,64.20009612,0.771043154,25.59857801,0.394405594
2020-10-03,6,0.259,2019-11-27,311,1.75,40.701,23.2586,550.4279,23.5404,73.9545,0.831,5894,2677,68,0.427674542,1.50545706,9.795008617,28.17177304,26.21922319,0.35169772,26.92877183,26.76059692,0.410660731,0.403258416,,,,,,,,,,,,,,,,,0.259,0.042,0.301,0.016,0.032,0.048,148.5077683,10.29595326,125.6804528,1.509422238,21.25204247,0.311672684
2020-10-03,4,0.166,2019-11-27,311,1.111,40.029,36.0271,468.3407,15.163,47.6361,0.388,4525,2535,136,0.323760032,1.709158116,3.648159791,28.1875015,26.2594811,0.239824136,26.10205329,26.19378229,0.348640817,0.360307554,,,,,,,,,,,,,,,,,0.166,0.032,0.198,0.017,0.008,0.025,97.68949542,3.90294414,30.79182722,0.369809845,28.21329518,0.427835052
