"","date","depth","treatment","plot","variable2","value"
"771",2018-09-28,"30-40","C",1,"moisture",0.373290770833333
"772",2018-09-29,"30-40","C",1,"moisture",0.4243654
"773",2018-09-30,"30-40","C",1,"moisture",0.372135195833333
"774",2018-10-01,"30-40","C",1,"moisture",0.3614314875
"775",2018-10-02,"30-40","C",1,"moisture",0.354133095833333
"776",2018-10-03,"30-40","C",1,"moisture",0.348524208333333
"777",2018-10-04,"30-40","C",1,"moisture",0.3455694625
"778",2018-10-05,"30-40","C",1,"moisture",0.370664570833333
"779",2018-10-06,"30-40","C",1,"moisture",0.3854039625
"780",2018-10-07,"30-40","C",1,"moisture",0.383634858333333
"781",2018-10-08,"30-40","C",1,"moisture",0.3730501
"782",2018-10-09,"30-40","C",1,"moisture",0.385622825
"783",2018-10-10,"30-40","C",1,"moisture",0.386404354166667
"784",2018-10-11,"30-40","C",1,"moisture",0.364760929166667
"785",2018-10-12,"30-40","C",1,"moisture",0.385883291666667
"786",2018-10-13,"30-40","C",1,"moisture",0.405110020833333
"787",2018-10-14,"30-40","C",1,"moisture",0.378157654166667
"788",2018-10-15,"30-40","C",1,"moisture",0.425423266666667
"789",2018-10-16,"30-40","C",1,"moisture",0.378859929166667
"790",2018-10-17,"30-40","C",1,"moisture",0.378584054166667
"791",2018-10-18,"30-40","C",1,"moisture",0.370208041666667
"792",2018-10-19,"30-40","C",1,"moisture",0.37243585
"793",2018-10-20,"30-40","C",1,"moisture",0.363525370833333
"794",2018-10-21,"30-40","C",1,"moisture",0.357021091666667
"795",2018-10-22,"30-40","C",1,"moisture",0.35971675
"796",2018-10-23,"30-40","C",1,"moisture",0.396001954166667
"797",2018-10-24,"30-40","C",1,"moisture",0.3756696125
"798",2018-10-25,"30-40","C",1,"moisture",0.36683595
"799",2018-10-26,"30-40","C",1,"moisture",0.3623475125
"800",2018-10-27,"30-40","C",1,"moisture",0.3567417125
"801",2018-10-28,"30-40","C",1,"moisture",0.350407870833333
"802",2018-10-29,"30-40","C",1,"moisture",0.345324445833333
"803",2018-10-30,"30-40","C",1,"moisture",0.3403202375
"804",2018-10-31,"30-40","C",1,"moisture",0.334669529166667
"805",2018-11-01,"30-40","C",1,"moisture",0.3292987
"806",2018-11-02,"30-40","C",1,"moisture",0.325379470833333
"807",2018-11-03,"30-40","C",1,"moisture",0.323723654166667
"808",2018-11-04,"30-40","C",1,"moisture",0.437787895833333
"809",2018-11-05,"30-40","C",1,"moisture",0.430377779166667
"810",2018-11-06,"30-40","C",1,"moisture",0.401407983333333
"811",2018-11-07,"30-40","C",1,"moisture",0.3872354625
"812",2018-11-08,"30-40","C",1,"moisture",0.394097683333333
"813",2018-11-09,"30-40","C",1,"moisture",0.376208970833333
"814",2018-11-10,"30-40","C",1,"moisture",0.372715479166667
"815",2018-11-11,"30-40","C",1,"moisture",0.406508054166667
"816",2018-11-12,"30-40","C",1,"moisture",0.402506258333333
"817",2018-11-13,"30-40","C",1,"moisture",0.393697929166667
"818",2018-11-14,"30-40","C",1,"moisture",0.4087826125
"819",2018-11-15,"30-40","C",1,"moisture",0.391194333333333
"820",2018-11-16,"30-40","C",1,"moisture",0.3944229625
"821",2018-11-17,"30-40","C",1,"moisture",0.3917229375
"822",2018-11-18,"30-40","C",1,"moisture",0.372335804166667
"823",2018-11-19,"30-40","C",1,"moisture",0.364921875
"824",2018-11-20,"30-40","C",1,"moisture",0.358475775
"825",2018-11-21,"30-40","C",1,"moisture",0.353239345833333
"826",2018-11-22,"30-40","C",1,"moisture",0.3490471
"827",2018-11-23,"30-40","C",1,"moisture",0.345002204166667
"828",2018-11-24,"30-40","C",1,"moisture",0.3401900625
"829",2018-11-25,"30-40","C",1,"moisture",0.335498
"830",2018-11-26,"30-40","C",1,"moisture",0.3310195625
"831",2018-11-27,"30-40","C",1,"moisture",0.3263932875
"832",2018-11-28,"30-40","C",1,"moisture",0.321230229166667
"833",2018-11-29,"30-40","C",1,"moisture",0.314745545833333
"834",2018-11-30,"30-40","C",1,"moisture",0.309900641666667
"835",2018-12-01,"30-40","C",1,"moisture",0.3060588375
"836",2018-12-02,"30-40","C",1,"moisture",0.301093716666667
"837",2018-12-03,"30-40","C",1,"moisture",0.296464158333333
"838",2018-12-04,"30-40","C",1,"moisture",0.295014908333333
"839",2018-12-05,"30-40","C",1,"moisture",0.294972029166667
"840",2018-12-06,"30-40","C",1,"moisture",0.294749829166667
"841",2018-12-07,"30-40","C",1,"moisture",0.294890566666667
"842",2018-12-08,"30-40","C",1,"moisture",0.29911675
"843",2018-12-09,"30-40","C",1,"moisture",0.315932175
"844",2018-12-10,"30-40","C",1,"moisture",0.3165331875
"845",2018-12-11,"30-40","C",1,"moisture",0.315676995833333
"846",2018-12-12,"30-40","C",1,"moisture",0.3140056
"847",2018-12-13,"30-40","C",1,"moisture",0.311238229166667
"848",2018-12-14,"30-40","C",1,"moisture",0.309220295833333
"849",2018-12-15,"30-40","C",1,"moisture",0.3090574
"850",2018-12-16,"30-40","C",1,"moisture",0.309461820833333
"851",2018-12-17,"30-40","C",1,"moisture",0.3130274
"852",2018-12-18,"30-40","C",1,"moisture",0.3160392
"853",2018-12-19,"30-40","C",1,"moisture",0.3213608375
"854",2018-12-20,"30-40","C",1,"moisture",0.382344733333333
"855",2018-12-21,"30-40","C",1,"moisture",0.364412775
"856",2018-12-22,"30-40","C",1,"moisture",0.371165954166667
"857",2018-12-23,"30-40","C",1,"moisture",0.3798768375
"858",2018-12-24,"30-40","C",1,"moisture",0.387258479166667
"859",2018-12-25,"30-40","C",1,"moisture",0.3791615875
"860",2018-12-26,"30-40","C",1,"moisture",0.370869516666667
"861",2018-12-27,"30-40","C",1,"moisture",0.370084541666667
"862",2018-12-28,"30-40","C",1,"moisture",0.407209729166667
"863",2018-12-29,"30-40","C",1,"moisture",0.3921053875
"864",2018-12-30,"30-40","C",1,"moisture",0.374174025
"865",2018-12-31,"30-40","C",1,"moisture",0.366471666666667
"866",2019-01-01,"30-40","C",1,"moisture",0.3601972375
"867",2019-01-02,"30-40","C",1,"moisture",0.354717979166667
"868",2019-01-03,"30-40","C",1,"moisture",0.348844791666667
"869",2019-01-04,"30-40","C",1,"moisture",0.343640141666667
"870",2019-01-05,"30-40","C",1,"moisture",0.338407729166667
"871",2019-01-06,"30-40","C",1,"moisture",0.336138629166667
"872",2019-01-07,"30-40","C",1,"moisture",0.333655416666667
"873",2019-01-08,"30-40","C",1,"moisture",0.330193533333333
"874",2019-01-09,"30-40","C",1,"moisture",0.326943629166667
"875",2019-01-10,"30-40","C",1,"moisture",0.3247650625
"876",2019-01-11,"30-40","C",1,"moisture",0.3211587
"877",2019-01-12,"30-40","C",1,"moisture",0.317231204166667
"878",2019-01-13,"30-40","C",1,"moisture",0.314297854166667
"879",2019-01-14,"30-40","C",1,"moisture",0.311456520833333
"880",2019-01-15,"30-40","C",1,"moisture",0.307674391666667
"881",2019-01-16,"30-40","C",1,"moisture",0.304094825
"882",2019-01-17,"30-40","C",1,"moisture",0.39621785
"883",2019-01-18,"30-40","C",1,"moisture",0.385912516666667
"884",2019-01-19,"30-40","C",1,"moisture",0.372510125
"885",2019-01-20,"30-40","C",1,"moisture",0.36426215
"886",2019-01-21,"30-40","C",1,"moisture",0.363082808333333
"887",2019-01-22,"30-40","C",1,"moisture",0.395537470833333
"888",2019-01-23,"30-40","C",1,"moisture",0.377620220833333
"889",2019-01-24,"30-40","C",1,"moisture",0.387934141666667
"890",2019-01-25,"30-40","C",1,"moisture",0.3975636125
"891",2019-01-26,"30-40","C",1,"moisture",0.378805791666667
"892",2019-01-27,"30-40","C",1,"moisture",0.3704236625
"893",2019-01-28,"30-40","C",1,"moisture",0.363680145833333
"894",2019-01-29,"30-40","C",1,"moisture",0.357122429166667
"895",2019-01-30,"30-40","C",1,"moisture",0.350671016666667
"896",2019-01-31,"30-40","C",1,"moisture",0.346317225
"897",2019-02-01,"30-40","C",1,"moisture",0.3432604125
"898",2019-02-02,"30-40","C",1,"moisture",0.340483604166667
"899",2019-02-03,"30-40","C",1,"moisture",0.337381383333333
"900",2019-02-04,"30-40","C",1,"moisture",0.343985183333333
"901",2019-02-05,"30-40","C",1,"moisture",0.348253216666667
"902",2019-02-06,"30-40","C",1,"moisture",0.345779583333333
"903",2019-02-07,"30-40","C",1,"moisture",0.341940416666667
"904",2019-02-08,"30-40","C",1,"moisture",0.336550333333333
"905",2019-02-09,"30-40","C",1,"moisture",0.334331520833333
"906",2019-02-10,"30-40","C",1,"moisture",0.342760245833333
"907",2019-02-11,"30-40","C",1,"moisture",0.349654766666667
"908",2019-02-12,"30-40","C",1,"moisture",0.345705129166667
"909",2019-02-13,"30-40","C",1,"moisture",0.339985808333333
"910",2019-02-14,"30-40","C",1,"moisture",0.335800658333333
"911",2019-02-15,"30-40","C",1,"moisture",0.332536529166667
"912",2019-02-16,"30-40","C",1,"moisture",0.3287251625
"913",2019-02-17,"30-40","C",1,"moisture",0.323730825
"914",2019-02-18,"30-40","C",1,"moisture",0.319128725
"915",2019-02-19,"30-40","C",1,"moisture",0.314608979166667
"916",2019-02-20,"30-40","C",1,"moisture",0.3119144875
"917",2019-02-21,"30-40","C",1,"moisture",0.310104975
"918",2019-02-22,"30-40","C",1,"moisture",0.306891070833333
"919",2019-02-23,"30-40","C",1,"moisture",0.303494833333333
"920",2019-02-24,"30-40","C",1,"moisture",0.298819208333333
"921",2019-02-25,"30-40","C",1,"moisture",0.294676958333333
"922",2019-02-26,"30-40","C",1,"moisture",0.290437791666667
"923",2019-02-27,"30-40","C",1,"moisture",0.289582870833333
"924",2019-02-28,"30-40","C",1,"moisture",0.2905794375
"925",2019-03-01,"30-40","C",1,"moisture",0.289979304166667
"926",2019-03-02,"30-40","C",1,"moisture",0.288069
"927",2019-03-03,"30-40","C",1,"moisture",0.284959620833333
"928",2019-03-04,"30-40","C",1,"moisture",0.284019458333333
"929",2019-03-05,"30-40","C",1,"moisture",0.28505805
"930",2019-03-06,"30-40","C",1,"moisture",0.284591425
"931",2019-03-07,"30-40","C",1,"moisture",0.28406425
"932",2019-03-08,"30-40","C",1,"moisture",0.282990366666667
"933",2019-03-09,"30-40","C",1,"moisture",0.282490525
"934",2019-03-10,"30-40","C",1,"moisture",0.283038483333333
"935",2019-03-11,"30-40","C",1,"moisture",0.283692745833333
"936",2019-03-12,"30-40","C",1,"moisture",0.283633458333333
"937",2019-03-13,"30-40","C",1,"moisture",0.2836241
"938",2019-03-14,"30-40","C",1,"moisture",0.282880704166667
"939",2019-03-15,"30-40","C",1,"moisture",0.281736729166667
"940",2019-03-16,"30-40","C",1,"moisture",0.280272066666667
"941",2019-03-17,"30-40","C",1,"moisture",0.277541358333333
"942",2019-03-18,"30-40","C",1,"moisture",0.27513035
"943",2019-03-19,"30-40","C",1,"moisture",0.271947845833333
"944",2019-03-20,"30-40","C",1,"moisture",0.2702506875
"945",2019-03-21,"30-40","C",1,"moisture",0.269394270833333
"946",2019-03-22,"30-40","C",1,"moisture",0.268693391666667
"947",2019-03-23,"30-40","C",1,"moisture",0.275950595833333
"948",2019-03-24,"30-40","C",1,"moisture",0.284249395833333
"949",2019-03-25,"30-40","C",1,"moisture",0.292137191666667
"950",2019-03-26,"30-40","C",1,"moisture",0.2929223375
"951",2019-03-27,"30-40","C",1,"moisture",0.287306475
"952",2019-03-28,"30-40","C",1,"moisture",0.282835879166667
"953",2019-03-29,"30-40","C",1,"moisture",0.278083970833333
"954",2019-03-30,"30-40","C",1,"moisture",0.2741380875
"955",2019-03-31,"30-40","C",1,"moisture",0.270904054166667
"956",2019-04-01,"30-40","C",1,"moisture",0.268931233333333
"957",2019-04-02,"30-40","C",1,"moisture",0.268099483333333
"958",2019-04-03,"30-40","C",1,"moisture",0.267942
"959",2019-04-04,"30-40","C",1,"moisture",0.267768095833333
"960",2019-04-05,"30-40","C",1,"moisture",0.266672008333333
"961",2019-04-06,"30-40","C",1,"moisture",0.265311783333333
"962",2019-04-07,"30-40","C",1,"moisture",0.263215966666667
"963",2019-04-08,"30-40","C",1,"moisture",0.2603267125
"964",2019-04-09,"30-40","C",1,"moisture",0.257616895833333
"965",2019-04-10,"30-40","C",1,"moisture",0.257100016666667
"966",2019-04-11,"30-40","C",1,"moisture",0.258394925
"967",2019-04-12,"30-40","C",1,"moisture",0.258934816666667
"968",2019-04-13,"30-40","C",1,"moisture",0.259202608333333
"969",2019-04-14,"30-40","C",1,"moisture",0.259019058333333
"970",2019-04-15,"30-40","C",1,"moisture",0.25798215
"971",2019-04-16,"30-40","C",1,"moisture",0.257669829166667
"972",2019-04-17,"30-40","C",1,"moisture",0.2573487
"973",2019-04-18,"30-40","C",1,"moisture",0.2568762375
"974",2019-04-19,"30-40","C",1,"moisture",0.255066195833333
"975",2019-04-20,"30-40","C",1,"moisture",0.252498683333333
"976",2019-04-21,"30-40","C",1,"moisture",0.2503413875
"977",2019-04-22,"30-40","C",1,"moisture",0.250812033333333
"978",2019-04-23,"30-40","C",1,"moisture",0.251225093333333
"979",2017-02-14,"0-10","W",2,"moisture",0.282697800833333
"980",2017-02-27,"0-10","W",2,"moisture",0.270652967735043
"981",2017-03-13,"0-10","W",2,"moisture",0.288766412797619
"982",2017-03-24,"0-10","W",2,"moisture",0.329175943209877
"983",2017-04-13,"0-10","W",2,"moisture",0.318170880462963
"984",2017-05-06,"0-10","W",2,"moisture",0.378391041748366
"985",2017-05-23,"0-10","W",2,"moisture",0.2782393275
"986",2017-06-09,"0-10","W",2,"moisture",0.348513775347222
"987",2017-06-26,"0-10","W",2,"moisture",0.347688580456349
"988",2017-07-11,"0-10","W",2,"moisture",0.375522626296296
"989",2017-07-24,"0-10","W",2,"moisture",0.336277183012821
"990",2017-08-06,"0-10","W",2,"moisture",0.389941529807692
"991",2017-08-22,"0-10","W",2,"moisture",0.38937461412037
"992",2017-09-21,"0-10","W",2,"moisture",0.43779746875
"993",2017-10-20,"0-10","W",2,"moisture",0.456284386111111
"994",2017-11-05,"0-10","W",2,"moisture",0.464016840918803
"995",2017-11-22,"0-10","W",2,"moisture",0.468874310343524
"996",2017-12-05,"0-10","W",2,"moisture",0.46785469241453
"997",2017-12-20,"0-10","W",2,"moisture",0.46834986712963
"998",2018-01-03,"0-10","W",2,"moisture",0.476012128075397
"999",2018-01-18,"0-10","W",2,"moisture",0.480145598228303
"1000",2018-01-31,"0-10","W",2,"moisture",0.480308624786325
"1001",2018-02-15,"0-10","W",2,"moisture",0.481782057314815
"1002",2018-02-27,"0-10","W",2,"moisture",0.483319293611111
"1003",2018-03-16,"0-10","W",2,"moisture",0.398093866099537
"1004",2018-04-04,"0-10","W",2,"moisture",0.368333573727571
"1005",2018-04-18,"0-10","W",2,"moisture",0.413045291468254
"1006",2018-05-02,"0-10","W",2,"moisture",0.436989503869048
"1007",2018-05-16,"0-10","W",2,"moisture",0.430140429662698
"1008",2018-05-30,"0-10","W",2,"moisture",0.426637107738095
"1009",2018-06-14,"0-10","W",2,"moisture",0.366012939444444
"1010",2018-06-27,"0-10","W",2,"moisture",0.375643683101852
"1011",2018-07-04,"0-10","W",2,"moisture",0.278131248611111
"1012",2018-07-05,"0-10","W",2,"moisture",0.267713886111111
"1013",2018-07-06,"0-10","W",2,"moisture",0.259907402777778
"1014",2018-07-07,"0-10","W",2,"moisture",0.251960415277778
"1015",2018-07-08,"0-10","W",2,"moisture",0.2498537
"1016",2018-07-09,"0-10","W",2,"moisture",0.366943508333333
"1017",2018-07-10,"0-10","W",2,"moisture",0.397382394444444
"1018",2018-07-11,"0-10","W",2,"moisture",0.364120130555556
"1019",2018-07-12,"0-10","W",2,"moisture",0.345318284722222
"1020",2018-07-13,"0-10","W",2,"moisture",0.351430194202899
"1021",2018-07-14,"0-10","W",2,"moisture",0.365764813888889
"1022",2018-07-15,"0-10","W",2,"moisture",0.389146752777778
"1023",2018-07-16,"0-10","W",2,"moisture",0.429703916666667
"1024",2018-07-17,"0-10","W",2,"moisture",0.419996515277778
"1025",2018-07-18,"0-10","W",2,"moisture",0.421625451388889
"1026",2018-07-19,"0-10","W",2,"moisture",0.432123363888889
"1027",2018-07-20,"0-10","W",2,"moisture",0.425491881944444
"1028",2018-07-21,"0-10","W",2,"moisture",0.406678920833333
"1029",2018-07-22,"0-10","W",2,"moisture",0.393320823611111
"1030",2018-07-23,"0-10","W",2,"moisture",0.407281933333333
"1031",2018-07-24,"0-10","W",2,"moisture",0.4255196625
"1032",2018-07-25,"0-10","W",2,"moisture",0.421240963888889
"1033",2018-07-26,"0-10","W",2,"moisture",0.433888643055556
"1034",2018-07-27,"0-10","W",2,"moisture",0.419465956944444
"1035",2018-07-28,"0-10","W",2,"moisture",0.399269666666667
"1036",2018-07-29,"0-10","W",2,"moisture",0.385431933333333
"1037",2018-07-30,"0-10","W",2,"moisture",0.376699069444444
"1038",2018-07-31,"0-10","W",2,"moisture",0.374357170833333
"1039",2018-08-01,"0-10","W",2,"moisture",0.379280084722222
"1040",2018-08-02,"0-10","W",2,"moisture",0.422877068055556
"1041",2018-08-03,"0-10","W",2,"moisture",0.403410869444444
"1042",2018-08-04,"0-10","W",2,"moisture",0.399391193055556
"1043",2018-08-05,"0-10","W",2,"moisture",0.4202703625
"1044",2018-08-06,"0-10","W",2,"moisture",0.415479844444444
"1045",2018-08-07,"0-10","W",2,"moisture",0.399732395833333
"1046",2018-08-08,"0-10","W",2,"moisture",0.381094897222222
"1047",2018-08-09,"0-10","W",2,"moisture",0.363206009722222
"1048",2018-08-10,"0-10","W",2,"moisture",0.348217586111111
"1049",2018-08-11,"0-10","W",2,"moisture",0.347445129166667
"1050",2018-08-12,"0-10","W",2,"moisture",0.40333355
"1051",2018-08-13,"0-10","W",2,"moisture",0.408808556944444
"1052",2018-08-14,"0-10","W",2,"moisture",0.412695593055556
"1053",2018-08-15,"0-10","W",2,"moisture",0.402749990277778
"1054",2018-08-16,"0-10","W",2,"moisture",0.430313413888889
"1055",2018-08-17,"0-10","W",2,"moisture",0.437406004166667
"1056",2018-08-18,"0-10","W",2,"moisture",0.432522436111111
"1057",2018-08-19,"0-10","W",2,"moisture",0.417333552777778
"1058",2018-08-20,"0-10","W",2,"moisture",0.402613647222222
"1059",2018-08-21,"0-10","W",2,"moisture",0.424917351388889
"1060",2018-08-22,"0-10","W",2,"moisture",0.439838408333333
"1061",2018-08-23,"0-10","W",2,"moisture",0.452243723611111
"1062",2018-08-24,"0-10","W",2,"moisture",0.450884705555556
"1063",2018-08-25,"0-10","W",2,"moisture",0.437984015277778
"1064",2018-08-26,"0-10","W",2,"moisture",0.439277301388889
"1065",2018-08-27,"0-10","W",2,"moisture",0.4249986
"1066",2018-08-28,"0-10","W",2,"moisture",0.449017115277778
"1067",2018-08-29,"0-10","W",2,"moisture",0.461297665277778
"1068",2018-08-30,"0-10","W",2,"moisture",0.458160636111111
"1069",2018-08-31,"0-10","W",2,"moisture",0.453638640277778
"1070",2018-09-01,"0-10","W",2,"moisture",0.441315266666667
"1071",2018-09-02,"0-10","W",2,"moisture",0.450191654166667
"1072",2018-09-03,"0-10","W",2,"moisture",0.458937251388889
"1073",2018-09-04,"0-10","W",2,"moisture",0.455094429166667
"1074",2018-09-05,"0-10","W",2,"moisture",0.450716652777778
"1075",2018-09-06,"0-10","W",2,"moisture",0.443906473611111
"1076",2018-09-07,"0-10","W",2,"moisture",0.443204844444444
"1077",2018-09-08,"0-10","W",2,"moisture",0.436800916666667
"1078",2018-09-09,"0-10","W",2,"moisture",0.426687958333333
"1079",2018-09-10,"0-10","W",2,"moisture",0.412094434722222
"1080",2018-09-11,"0-10","W",2,"moisture",0.398109020833333
"1081",2018-09-12,"0-10","W",2,"moisture",0.389839579166667
"1082",2018-09-13,"0-10","W",2,"moisture",0.40544675
"1083",2018-09-14,"0-10","W",2,"moisture",0.433577994444444
"1084",2018-09-15,"0-10","W",2,"moisture",0.454523591666667
"1085",2018-09-16,"0-10","W",2,"moisture",0.449285169444444
"1086",2018-09-17,"0-10","W",2,"moisture",0.440783552777778
"1087",2018-09-18,"0-10","W",2,"moisture",0.446547906944444
"1088",2018-09-19,"0-10","W",2,"moisture",0.446046744444444
"1089",2018-09-20,"0-10","W",2,"moisture",0.458940719444444
"1090",2018-09-21,"0-10","W",2,"moisture",0.448031009722222
"1091",2018-09-22,"0-10","W",2,"moisture",0.439270591666667
"1092",2018-09-23,"0-10","W",2,"moisture",0.437604391666667
"1093",2018-09-24,"0-10","W",2,"moisture",0.437723822222222
"1094",2018-09-25,"0-10","W",2,"moisture",0.466917569444444
"1095",2018-09-26,"0-10","W",2,"moisture",0.459766654166667
"1096",2018-09-27,"0-10","W",2,"moisture",0.450848819444444
"1097",2018-09-28,"0-10","W",2,"moisture",0.466929841666667
"1098",2018-09-29,"0-10","W",2,"moisture",0.4719636375
"1099",2018-09-30,"0-10","W",2,"moisture",0.460421977777778
"1100",2018-10-01,"0-10","W",2,"moisture",0.446249056944444
"1101",2018-10-02,"0-10","W",2,"moisture",0.441328915277778
"1102",2018-10-03,"0-10","W",2,"moisture",0.4344867875
"1103",2018-10-04,"0-10","W",2,"moisture",0.436885175
"1104",2018-10-05,"0-10","W",2,"moisture",0.455080769444444
"1105",2018-10-06,"0-10","W",2,"moisture",0.461250906944444
"1106",2018-10-07,"0-10","W",2,"moisture",0.465198601388889
"1107",2018-10-08,"0-10","W",2,"moisture",0.459830076388889
"1108",2018-10-09,"0-10","W",2,"moisture",0.464746508333333
"1109",2018-10-10,"0-10","W",2,"moisture",0.468610630555556
"1110",2018-10-11,"0-10","W",2,"moisture",0.454784936111111
"1111",2018-10-12,"0-10","W",2,"moisture",0.457127993055556
"1112",2018-10-13,"0-10","W",2,"moisture",0.473037020833333
"1113",2018-10-14,"0-10","W",2,"moisture",0.4672689625
"1114",2018-10-15,"0-10","W",2,"moisture",0.477077070833333
"1115",2018-10-16,"0-10","W",2,"moisture",0.472372205555556
"1116",2018-10-17,"0-10","W",2,"moisture",0.4742911875
"1117",2018-10-18,"0-10","W",2,"moisture",0.466371743055556
"1118",2018-10-19,"0-10","W",2,"moisture",0.470527066666667
"1119",2018-10-20,"0-10","W",2,"moisture",0.456712947222222
"1120",2018-10-21,"0-10","W",2,"moisture",0.451996054166667
"1121",2018-10-22,"0-10","W",2,"moisture",0.453502993055556
"1122",2018-10-23,"0-10","W",2,"moisture",0.4749671125
"1123",2018-10-24,"0-10","W",2,"moisture",0.468950911111111
"1124",2018-10-25,"0-10","W",2,"moisture",0.457958318055556
"1125",2018-10-26,"0-10","W",2,"moisture",0.448219430555556
"1126",2018-10-27,"0-10","W",2,"moisture",0.435914334722222
"1127",2018-10-28,"0-10","W",2,"moisture",0.421583545833333
"1128",2018-10-29,"0-10","W",2,"moisture",0.407700448611111
"1129",2018-10-30,"0-10","W",2,"moisture",0.395132158333333
"1130",2018-10-31,"0-10","W",2,"moisture",0.381986559722222
"1131",2018-11-01,"0-10","W",2,"moisture",0.370086104166667
"1132",2018-11-02,"0-10","W",2,"moisture",0.417782394444444
"1133",2018-11-03,"0-10","W",2,"moisture",0.426442341666667
"1134",2018-11-04,"0-10","W",2,"moisture",0.472000218055556
"1135",2018-11-05,"0-10","W",2,"moisture",0.471370590277778
"1136",2018-11-06,"0-10","W",2,"moisture",0.467266648611111
"1137",2018-11-07,"0-10","W",2,"moisture",0.464754154166667
"1138",2018-11-08,"0-10","W",2,"moisture",0.464540029166667
"1139",2018-11-09,"0-10","W",2,"moisture",0.455990725
"1140",2018-11-10,"0-10","W",2,"moisture",0.464823591666667
"1141",2018-11-11,"0-10","W",2,"moisture",0.473682159722222
"1142",2018-11-12,"0-10","W",2,"moisture",0.475402765277778
"1143",2018-11-13,"0-10","W",2,"moisture",0.4743698875
"1144",2018-11-14,"0-10","W",2,"moisture",0.478759013888889
"1145",2018-11-15,"0-10","W",2,"moisture",0.477515719444444
"1146",2018-11-16,"0-10","W",2,"moisture",0.478032854166667
"1147",2018-11-17,"0-10","W",2,"moisture",0.4767548375
"1148",2018-11-18,"0-10","W",2,"moisture",0.465768273611111
"1149",2018-11-19,"0-10","W",2,"moisture",0.456676834722222
"1150",2018-11-20,"0-10","W",2,"moisture",0.447573365277778
"1151",2018-11-21,"0-10","W",2,"moisture",0.4660555375
"1152",2018-11-22,"0-10","W",2,"moisture",0.456904148611111
"1153",2018-11-23,"0-10","W",2,"moisture",0.445678918055556
"1154",2018-11-24,"0-10","W",2,"moisture",0.434404377777778
"1155",2018-11-25,"0-10","W",2,"moisture",0.423342572222222
"1156",2018-11-26,"0-10","W",2,"moisture",0.412071744444444
"1157",2018-11-27,"0-10","W",2,"moisture",0.401241423611111
"1158",2018-11-28,"0-10","W",2,"moisture",0.390895593055556
"1159",2018-11-29,"0-10","W",2,"moisture",0.379699754166667
"1160",2018-11-30,"0-10","W",2,"moisture",0.371002305555556
"1161",2018-12-01,"0-10","W",2,"moisture",0.364061794444444
"1162",2018-12-02,"0-10","W",2,"moisture",0.357256011111111
"1163",2018-12-03,"0-10","W",2,"moisture",0.372709013888889
"1164",2018-12-04,"0-10","W",2,"moisture",0.393609938888889
"1165",2018-12-05,"0-10","W",2,"moisture",0.415794427777778
"1166",2018-12-06,"0-10","W",2,"moisture",0.420597672222222
"1167",2018-12-07,"0-10","W",2,"moisture",0.431993729166667
"1168",2018-12-08,"0-10","W",2,"moisture",0.452532629166667
"1169",2018-12-09,"0-10","W",2,"moisture",0.444099051388889
"1170",2018-12-10,"0-10","W",2,"moisture",0.441543034722222
"1171",2018-12-11,"0-10","W",2,"moisture",0.439284468055556
"1172",2018-12-12,"0-10","W",2,"moisture",0.428390034722222
"1173",2018-12-13,"0-10","W",2,"moisture",0.416814101388889
"1174",2018-12-14,"0-10","W",2,"moisture",0.443387483333333
"1175",2018-12-15,"0-10","W",2,"moisture",0.444549973611111
"1176",2018-12-16,"0-10","W",2,"moisture",0.447931233333333
"1177",2018-12-17,"0-10","W",2,"moisture",0.449249745833333
"1178",2018-12-18,"0-10","W",2,"moisture",0.434510640277778
"1179",2018-12-19,"0-10","W",2,"moisture",0.439522901388889
"1180",2018-12-20,"0-10","W",2,"moisture",0.458754616666667
"1181",2018-12-21,"0-10","W",2,"moisture",0.443115026388889
"1182",2018-12-22,"0-10","W",2,"moisture",0.447568963888889
"1183",2018-12-23,"0-10","W",2,"moisture",0.457288404166667
"1184",2018-12-24,"0-10","W",2,"moisture",0.465688876388889
"1185",2018-12-25,"0-10","W",2,"moisture",0.4586733625
"1186",2018-12-26,"0-10","W",2,"moisture",0.450084476388889
"1187",2018-12-27,"0-10","W",2,"moisture",0.459637951388889
"1188",2018-12-28,"0-10","W",2,"moisture",0.474913179166667
"1189",2018-12-29,"0-10","W",2,"moisture",0.469840258333333
"1190",2018-12-30,"0-10","W",2,"moisture",0.460965723611111
"1191",2018-12-31,"0-10","W",2,"moisture",0.448179377777778
"1192",2019-01-01,"0-10","W",2,"moisture",0.433167804166667
"1193",2019-01-02,"0-10","W",2,"moisture",0.411954618055556
"1194",2019-01-03,"0-10","W",2,"moisture",0.401982634722222
"1195",2019-01-04,"0-10","W",2,"moisture",0.397826377777778
"1196",2019-01-05,"0-10","W",2,"moisture",0.395736802777778
"1197",2019-01-06,"0-10","W",2,"moisture",0.423637947222222
"1198",2019-01-07,"0-10","W",2,"moisture",0.433635863888889
"1199",2019-01-08,"0-10","W",2,"moisture",0.426323136111111
"1200",2019-01-09,"0-10","W",2,"moisture",0.435091188888889
"1201",2019-01-10,"0-10","W",2,"moisture",0.449907856944444
"1202",2019-01-11,"0-10","W",2,"moisture",0.442701373611111
"1203",2019-01-12,"0-10","W",2,"moisture",0.435055083333333
"1204",2019-01-13,"0-10","W",2,"moisture",0.452636558333333
